Date,Year,Month,State,Vehicle_Category,EV_Sales,Quarter,Month_Name,Year_Month,Lag_1,Lag_2,Lag_3,Rolling_3,Rolling_STD_3,MoM_Growth
2022-08-01,2022,8,Maharashtra,Electric 3W,5020,3,August,2022-08,4700.0,4450.0,4100.0,4723.333333333333,285.7154761879957,6.808510638297882
2022-09-01,2022,9,Maharashtra,Electric 3W,5400,3,September,2022-09,5020.0,4700.0,4450.0,5040.0,350.4283093587045,7.569721115537842
2022-10-01,2022,10,Maharashtra,Electric 3W,6020,4,October,2022-10,5400.0,5020.0,4700.0,5480.0,504.7771785649584,11.481481481481492
2022-11-01,2022,11,Maharashtra,Electric 3W,6450,4,November,2022-11,6020.0,5400.0,5020.0,5956.666666666667,527.857303949972,7.14285714285714
2022-12-01,2022,12,Maharashtra,Electric 3W,6800,4,December,2022-12,6450.0,6020.0,5400.0,6423.333333333333,390.68316233660886,5.4263565891472965
2021-01-01,2021,1,Maharashtra,Electric 4W,850,1,January,2021-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,2021,2,Maharashtra,Electric 4W,890,1,February,2021-02,850.0,0.0,0.0,0.0,0.0,4.705882352941182
2021-03-01,2021,3,Maharashtra,Electric 4W,1010,1,March,2021-03,890.0,850.0,0.0,916.6666666666666,83.26663997864533,13.483146067415742
2021-04-01,2021,4,Maharashtra,Electric 4W,960,2,April,2021-04,1010.0,890.0,850.0,953.3333333333334,60.27713773341711,-4.950495049504955
2021-05-01,2021,5,Maharashtra,Electric 4W,1080,2,May,2021-05,960.0,1010.0,890.0,1016.6666666666666,60.27713773341711,12.5
2021-06-01,2021,6,Maharashtra,Electric 4W,1150,2,June,2021-06,1080.0,960.0,1010.0,1063.3333333333333,96.09023536933054,6.481481481481488
2021-07-01,2021,7,Maharashtra,Electric 4W,1220,3,July,2021-07,1150.0,1080.0,960.0,1150.0,70.00000000000011,6.08695652173914
2021-08-01,2021,8,Maharashtra,Electric 4W,1300,3,August,2021-08,1220.0,1150.0,1080.0,1223.3333333333333,75.05553499465148,6.557377049180335
2021-09-01,2021,9,Maharashtra,Electric 4W,1380,3,September,2021-09,1300.0,1220.0,1150.0,1300.0,80.00000000000014,6.153846153846154
2021-10-01,2021,10,Maharashtra,Electric 4W,1520,4,October,2021-10,1380.0,1300.0,1220.0,1400.0,111.35528725660055,10.144927536231885
2021-11-01,2021,11,Maharashtra,Electric 4W,1680,4,November,2021-11,1520.0,1380.0,1300.0,1526.6666666666667,150.11106998930273,10.526315789473696
2021-12-01,2021,12,Maharashtra,Electric 4W,1760,4,December,2021-12,1680.0,1520.0,1380.0,1653.3333333333333,122.20201853215578,4.761904761904767
2022-01-01,2022,1,Maharashtra,Electric 4W,1500,1,January,2022-01,1760.0,1680.0,1520.0,1646.6666666666667,133.16656236958795,-14.77272727272727
2022-02-01,2022,2,Maharashtra,Electric 4W,1580,1,February,2022-02,1500.0,1760.0,1680.0,1613.3333333333333,133.16656236958795,5.333333333333323
2022-03-01,2022,3,Maharashtra,Electric 4W,1800,1,March,2022-03,1580.0,1500.0,1760.0,1626.6666666666667,155.34906930308063,13.924050632911399
2022-04-01,2022,4,Maharashtra,Electric 4W,1720,2,April,2022-04,1800.0,1580.0,1500.0,1700.0,111.35528725660045,-4.444444444444439
2022-05-01,2022,5,Maharashtra,Electric 4W,1920,2,May,2022-05,1720.0,1800.0,1580.0,1813.3333333333333,100.66445913694336,11.627906976744185
2022-06-01,2022,6,Maharashtra,Electric 4W,2060,2,June,2022-06,1920.0,1720.0,1800.0,1900.0,170.88007490635064,7.291666666666674
2022-07-01,2022,7,Maharashtra,Electric 4W,2200,3,July,2022-07,2060.0,1920.0,1720.0,2060.0,140.00000000000003,6.796116504854366
2022-08-01,2022,8,Maharashtra,Electric 4W,2380,3,August,2022-08,2200.0,2060.0,1920.0,2213.3333333333335,160.41612554021282,8.18181818181818
2022-09-01,2022,9,Maharashtra,Electric 4W,2550,3,September,2022-09,2380.0,2200.0,2060.0,2376.6666666666665,175.02380790433432,7.14285714285714
2022-10-01,2022,10,Maharashtra,Electric 4W,2840,4,October,2022-10,2550.0,2380.0,2200.0,2590.0,232.59406699226017,11.372549019607847
2022-11-01,2022,11,Maharashtra,Electric 4W,3080,4,November,2022-11,2840.0,2550.0,2380.0,2823.3333333333335,265.3927906581739,8.450704225352123
2022-12-01,2022,12,Maharashtra,Electric 4W,3250,4,December,2022-12,3080.0,2840.0,2550.0,3056.6666666666665,205.99352740640495,5.519480519480524
2021-01-01,2021,1,Uttar Pradesh,Electric 2W,2700,1,January,2021-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,2021,2,Uttar Pradesh,Electric 2W,2850,1,February,2021-02,2700.0,0.0,0.0,0.0,0.0,5.555555555555558
2021-03-01,2021,3,Uttar Pradesh,Electric 2W,3300,1,March,2021-03,2850.0,2700.0,0.0,2950.0,312.2498999199199,15.789473684210531
2021-04-01,2021,4,Uttar Pradesh,Electric 2W,3180,2,April,2021-04,3300.0,2850.0,2700.0,3110.0,233.02360395462088,-3.6363636363636376
2021-05-01,2021,5,Uttar Pradesh,Electric 2W,3450,2,May,2021-05,3180.0,3300.0,2850.0,3310.0,135.27749258468683,8.490566037735858
2021-06-01,2021,6,Uttar Pradesh,Electric 2W,3740,2,June,2021-06,3450.0,3180.0,3300.0,3456.6666666666665,280.059517483933,8.405797101449286
2021-07-01,2021,7,Uttar Pradesh,Electric 2W,3980,3,July,2021-07,3740.0,3450.0,3180.0,3723.3333333333335,265.392790658174,6.417112299465244
2021-08-01,2021,8,Uttar Pradesh,Electric 2W,4220,3,August,2021-08,3980.0,3740.0,3450.0,3980.0,240.00000000000003,6.030150753768848
2021-09-01,2021,9,Uttar Pradesh,Electric 2W,4550,3,September,2021-09,4220.0,3980.0,3740.0,4250.0,286.18176042508367,7.81990521327014
2021-10-01,2021,10,Uttar Pradesh,Electric 2W,5120,4,October,2021-10,4550.0,4220.0,3980.0,4630.0,455.3020975132884,12.527472527472527
2021-11-01,2021,11,Uttar Pradesh,Electric 2W,5600,4,November,2021-11,5120.0,4550.0,4220.0,5090.0,525.6424640380569,9.375
2021-12-01,2021,12,Uttar Pradesh,Electric 2W,5950,4,December,2021-12,5600.0,5120.0,4550.0,5556.666666666667,416.6933324800545,6.25
2022-01-01,2022,1,Uttar Pradesh,Electric 2W,5050,1,January,2022-01,5950.0,5600.0,5120.0,5533.333333333333,453.688586293873,-15.126050420168069
2022-02-01,2022,2,Uttar Pradesh,Electric 2W,5350,1,February,2022-02,5050.0,5950.0,5600.0,5450.0,458.2575694955837,5.940594059405946
2022-03-01,2022,3,Uttar Pradesh,Electric 2W,6100,1,March,2022-03,5350.0,5050.0,5950.0,5500.0,540.8326913195981,14.018691588785037
2022-04-01,2022,4,Uttar Pradesh,Electric 2W,5850,2,April,2022-04,6100.0,5350.0,5050.0,5766.666666666667,381.88130791298624,-4.098360655737709
2022-05-01,2022,5,Uttar Pradesh,Electric 2W,6400,2,May,2022-05,5850.0,6100.0,5350.0,6116.666666666667,275.37852736430426,9.401709401709413
2022-06-01,2022,6,Uttar Pradesh,Electric 2W,6900,2,June,2022-06,6400.0,5850.0,6100.0,6383.333333333333,525.198375219624,7.8125
2022-07-01,2022,7,Uttar Pradesh,Electric 2W,7350,3,July,2022-07,6900.0,6400.0,5850.0,6883.333333333333,475.2192476461083,6.521739130434789
2022-08-01,2022,8,Uttar Pradesh,Electric 2W,7900,3,August,2022-08,7350.0,6900.0,6400.0,7383.333333333333,500.83264004389076,7.48299319727892
2022-09-01,2022,9,Uttar Pradesh,Electric 2W,8500,3,September,2022-09,7900.0,7350.0,6900.0,7916.666666666667,575.1811308912467,7.594936708860756
2022-10-01,2022,10,Uttar Pradesh,Electric 2W,9600,4,October,2022-10,8500.0,7900.0,7350.0,8666.666666666666,862.1678104251711,12.941176470588234
2022-11-01,2022,11,Uttar Pradesh,Electric 2W,10350,4,November,2022-11,9600.0,8500.0,7900.0,9483.333333333334,930.5016568138574,7.8125
2022-12-01,2022,12,Uttar Pradesh,Electric 2W,11100,4,December,2022-12,10350.0,9600.0,8500.0,10350.0,750.0,7.246376811594213
2021-01-01,2021,1,Uttar Pradesh,Electric 3W,2500,1,January,2021-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,2021,2,Uttar Pradesh,Electric 3W,2630,1,February,2021-02,2500.0,0.0,0.0,0.0,0.0,5.200000000000005
2021-03-01,2021,3,Uttar Pradesh,Electric 3W,2920,1,March,2021-03,2630.0,2500.0,0.0,2683.3333333333335,215.01937897160178,11.026615969581744
2021-04-01,2021,4,Uttar Pradesh,Electric 3W,2810,2,April,2021-04,2920.0,2630.0,2500.0,2786.6666666666665,146.40127503998485,-3.767123287671237
2021-05-01,2021,5,Uttar Pradesh,Electric 3W,3050,2,May,2021-05,2810.0,2920.0,2630.0,2926.6666666666665,120.13880860626728,8.540925266903908
2021-06-01,2021,6,Uttar Pradesh,Electric 3W,3300,2,June,2021-06,3050.0,2810.0,2920.0,3053.3333333333335,245.01700621249392,8.196721311475418
2021-07-01,2021,7,Uttar Pradesh,Electric 3W,3500,3,July,2021-07,3300.0,3050.0,2810.0,3283.3333333333335,225.46248764114452,6.060606060606055
2021-08-01,2021,8,Uttar Pradesh,Electric 3W,3710,3,August,2021-08,3500.0,3300.0,3050.0,3503.3333333333335,205.02032419575673,6.000000000000005
2021-09-01,2021,9,Uttar Pradesh,Electric 3W,3920,3,September,2021-09,3710.0,3500.0,3300.0,3710.0,209.9999999999996,5.660377358490565
2021-10-01,2021,10,Uttar Pradesh,Electric 3W,4400,4,October,2021-10,3920.0,3710.0,3500.0,4010.0,353.6947836765476,12.244897959183664
2021-11-01,2021,11,Uttar Pradesh,Electric 3W,4750,4,November,2021-11,4400.0,3920.0,3710.0,4356.666666666667,416.6933324800543,7.954545454545459
2021-12-01,2021,12,Uttar Pradesh,Electric 3W,5050,4,December,2021-12,4750.0,4400.0,3920.0,4733.333333333333,325.32035493238516,6.315789473684208
2022-01-01,2022,1,Uttar Pradesh,Electric 3W,4400,1,January,2022-01,5050.0,4750.0,4400.0,4733.333333333333,325.32035493238516,-12.871287128712872
2022-02-01,2022,2,Uttar Pradesh,Electric 3W,4620,1,February,2022-02,4400.0,5050.0,4750.0,4690.0,330.6055050963303,5.000000000000004
2022-03-01,2022,3,Uttar Pradesh,Electric 3W,5200,1,March,2022-03,4620.0,4400.0,5050.0,4740.0,413.2795663954361,12.554112554112562
2022-04-01,2022,4,Uttar Pradesh,Electric 3W,5000,2,April,2022-04,5200.0,4620.0,4400.0,4940.0,294.6183972531242,-3.8461538461538436
2022-05-01,2022,5,Uttar Pradesh,Electric 3W,5450,2,May,2022-05,5000.0,5200.0,4620.0,5216.666666666667,225.46248764114395,9.000000000000007
2022-06-01,2022,6,Uttar Pradesh,Electric 3W,5920,2,June,2022-06,5450.0,5000.0,5200.0,5456.666666666667,460.0362304572683,8.62385321100918
2022-07-01,2022,7,Uttar Pradesh,Electric 3W,6300,3,July,2022-07,5920.0,5450.0,5000.0,5890.0,425.7933771208747,6.4189189189189255
2022-08-01,2022,8,Uttar Pradesh,Electric 3W,6750,3,August,2022-08,6300.0,5920.0,5450.0,6323.333333333333,415.49167661137676,7.14285714285714
2022-09-01,2022,9,Uttar Pradesh,Electric 3W,7250,3,September,2022-09,6750.0,6300.0,5920.0,6766.666666666667,475.21924764610793,7.407407407407418
2022-10-01,2022,10,Uttar Pradesh,Electric 3W,8100,4,October,2022-10,7250.0,6750.0,6300.0,7366.666666666667,682.5198409814418,11.724137931034484
2022-11-01,2022,11,Uttar Pradesh,Electric 3W,8750,4,November,2022-11,8100.0,7250.0,6750.0,8033.333333333333,752.2189397597833,8.024691358024683
2022-12-01,2022,12,Uttar Pradesh,Electric 3W,9320,4,December,2022-12,8750.0,8100.0,7250.0,8723.333333333334,610.43700193659,6.514285714285717
2021-01-01,2021,1,Uttar Pradesh,Electric 4W,500,1,January,2021-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,2021,2,Uttar Pradesh,Electric 4W,540,1,February,2021-02,500.0,0.0,0.0,0.0,0.0,8.000000000000007
2021-03-01,2021,3,Uttar Pradesh,Electric 4W,610,1,March,2021-03,540.0,500.0,0.0,550.0,55.67764362830022,12.962962962962955
2021-04-01,2021,4,Uttar Pradesh,Electric 4W,590,2,April,2021-04,610.0,540.0,500.0,580.0,36.05551275463989,-3.2786885245901676
2021-05-01,2021,5,Uttar Pradesh,Electric 4W,660,2,May,2021-05,590.0,610.0,540.0,620.0,36.05551275463989,11.864406779661007
2021-06-01,2021,6,Uttar Pradesh,Electric 4W,720,2,June,2021-06,660.0,590.0,610.0,656.6666666666666,65.06407098647713,9.090909090909083
2021-07-01,2021,7,Uttar Pradesh,Electric 4W,790,3,July,2021-07,720.0,660.0,590.0,723.3333333333334,65.06407098647713,9.722222222222232
2021-08-01,2021,8,Uttar Pradesh,Electric 4W,850,3,August,2021-08,790.0,720.0,660.0,786.6666666666666,65.06407098647713,7.594936708860756
2021-09-01,2021,9,Uttar Pradesh,Electric 4W,930,3,September,2021-09,850.0,790.0,720.0,856.6666666666666,70.23769168568496,9.411764705882364
2021-10-01,2021,10,Uttar Pradesh,Electric 4W,1060,4,October,2021-10,930.0,850.0,790.0,946.6666666666666,105.98742063723101,13.978494623655923
2021-11-01,2021,11,Uttar Pradesh,Electric 4W,1180,4,November,2021-11,1060.0,930.0,850.0,1056.6666666666667,125.0333288900737,11.32075471698113
2021-12-01,2021,12,Uttar Pradesh,Electric 4W,1260,4,December,2021-12,1180.0,1060.0,930.0,1166.6666666666667,100.6644591369433,6.779661016949157
2022-01-01,2022,1,Uttar Pradesh,Electric 4W,1060,1,January,2022-01,1260.0,1180.0,1060.0,1166.6666666666667,100.6644591369433,-15.873015873015872
2022-02-01,2022,2,Uttar Pradesh,Electric 4W,1140,1,February,2022-02,1060.0,1260.0,1180.0,1153.3333333333333,100.6644591369433,7.547169811320753
2022-03-01,2022,3,Uttar Pradesh,Electric 4W,1320,1,March,2022-03,1140.0,1060.0,1260.0,1173.3333333333333,133.16656236958784,15.789473684210531
2022-04-01,2022,4,Uttar Pradesh,Electric 4W,1260,2,April,2022-04,1320.0,1140.0,1060.0,1240.0,91.65151389911681,-4.545454545454541
2022-05-01,2022,5,Uttar Pradesh,Electric 4W,1420,2,May,2022-05,1260.0,1320.0,1140.0,1333.3333333333333,80.82903768654765,12.698412698412698
2022-06-01,2022,6,Uttar Pradesh,Electric 4W,1550,2,June,2022-06,1420.0,1260.0,1320.0,1410.0,145.25839046333954,9.154929577464799
2022-07-01,2022,7,Uttar Pradesh,Electric 4W,1680,3,July,2022-07,1550.0,1420.0,1260.0,1550.0,130.00000000000003,8.387096774193559
2022-08-01,2022,8,Uttar Pradesh,Electric 4W,1840,3,August,2022-08,1680.0,1550.0,1420.0,1690.0,145.25839046333954,9.523809523809534
2022-09-01,2022,9,Uttar Pradesh,Electric 4W,2020,3,September,2022-09,1840.0,1680.0,1550.0,1846.6666666666667,170.09801096230765,9.782608695652172
2022-10-01,2022,10,Uttar Pradesh,Electric 4W,2300,4,October,2022-10,2020.0,1840.0,1680.0,2053.3333333333335,231.80451534284938,13.861386138613852
2022-11-01,2022,11,Uttar Pradesh,Electric 4W,2520,4,November,2022-11,2300.0,2020.0,1840.0,2280.0,250.5992817228332,9.565217391304337
2022-12-01,2022,12,Uttar Pradesh,Electric 4W,2700,4,December,2022-12,2520.0,2300.0,2020.0,2506.6666666666665,200.33305601755615,7.14285714285714
